odai_type,odai,response,score
text,家族で久しぶりの外食。楽しくない・・・その理由とは？,店員が父親のことを「あなた」と呼ぶ,4.0
text,すし職人が変身！おすし戦隊ニギルンジャー。今週のタイトルとは？,「訳あってマワルンジャーに改名」の巻,2.6666666666666665
text,上司に気に入られることばかり考えている若手社員タイコモチオ。アメリカ人の上司に何をした？,納豆を食べている社員を見て肩をすくめるジェスチャー,4.0
text,ホラー映画の予告編。「なんじゃそれ！」どんなタイトル？,彼女から急に着信無し,2.6666666666666665
text,カリスマロック歌手・シャウト矢吹がデビュー前 ガソリンスタンドでバイト。「ロックすぎる…」何をした？,店舗ＢＧＭの音楽性の違いを理由に辞めた,4.0
text,このＣＡさん、イラッとするな～。どうして？,目が合った瞬間にスカートを直した,2.6666666666666665
text,リポーターの蛭子さん、正月の初詣中継でニヤニヤ。何と言った？,今ないしょでラジオの競馬聞いてたんですけど当たっちゃった,2.6666666666666665
text,「このお好み焼き屋さん、ファンタジーだなあ」どんなの？,フック船長みたいに左手がヘラになっている,4.0
text,アホアホ美術館のオーディオガイド。「タヒチの女」の解説で何と言った？,「いっせーのーで！」でタイプのほうを指さしましょう,2.6666666666666665
text,名前が「オモシロ食堂」なのにまったくおもしろくない。どんなの？,店員が首にコブラを巻いている,2.6666666666666665
text,討論番組「日本の未来を考える」宮崎哲弥さん、ちゃんとコメントしてください・・・。何と言った？,ねぇねぇ見ました？今のＣＭ僕ですよ！！,4.0
text,なんじゃそれ！？月刊「お年玉」の特集とは？,特集！お年玉の正しい受け取り方～左手はそえるだけ～,2.6666666666666665
text,アホアホステーキハウス、どんなお店？,焼き方がレア、レアレア、レアレアレアから選べる,2.6666666666666665
text,なんじゃそれ！月刊「栗」の特集とは？,特集！海に入れたら海女さんは拾うか！？,4.0
text,ＤＪ ＫＯＯさん。京都のライブで「浮かれてるなあ…」ライブ中に何と叫んだ？,このあと祇園で遊びます！クレイジー俺 クレイジー,3.3333333333333335
text,アンガールズ田中さん、初デートでの一言に彼女が「えっ！？」何と言った？,今日からキミも田中だね？,4.0
text,お花見中継。「余計なこと言うなあ」リポーターの阿藤さん、何と言った？,お父さん!家ではこんないい表情してないでしょ？,2.6666666666666665
text,アホアホ小学校,みんな赤組,4.0
text,この本屋さん、ダメだなあ。その理由とは？,本が汚れると水洗いする,2.6666666666666665
text,家族でのハワイ旅行がいまいち盛り上がりません。なぜ？,飛行機の窓から取り残されている父親が見えた,0.0
text,このボウリング場、イヤだなあ…。その理由とは？,ストライクを出すと店長がハイタッチに混ざってくる,-1.3333333333333333
text,１０文字作文。テーマは「気まずい」,涙の見送り動かぬ列車,4.0
text,お涙戦隊「ナカセルンジャー」今週のタイトルとは？,「背中のかぁちゃんが軽い」の巻,2.6666666666666665
text,上司のホームパーティー。「来るんじゃなかった」なぜ？,上司の奥さんのポールダンスを見せられた,3.3333333333333335
text,鬼ヶ島が平和になって観光地に。どんなの？,土産物屋に「努力」と書かれた金棒が売られてる,2.6666666666666665
text,彼女と花火大会デート。盛り上がりません。なぜ？,おやしらずが抜けそう,4.0
text,このランチバイキング、ダメだなぁ。その理由とは？,大型スクリーンに食べている姿を映し出される,4.0
text,イケメン高校の校歌。「なんじゃそれ！」どんな歌い出し？,国語数学 りかとキス,4.0
text,彼女とのカラオケデートが盛り上がりません。どうして？,彼女が聞いたこともない国の民謡ばかり入れる,3.3333333333333335
text,全校生徒から「何だか不気味」といわれる恐川貞子先生。運動会で何をした？,「フレー」が「浮遊霊」に聞こえる,4.0
text,このバスガイド、腹立つな～。なぜ？,うちのおばあちゃんを「そこのシワシワ」と呼んだ,2.6666666666666665
text,ヒーロー戦隊のテーマ曲。「なんじゃそれ」どんな歌い出し？,どういうわけか 金はある,4.0
text,熱血スポ根ドラマ「団結！ママさんバレー」どんなシーンがありそう？,そのコーチは谷原章介,4.0
text,なんじゃそれ！月刊「遠足」の特集とは？,特集！ 家がルート真横の恥ずかしさ,4.0
text,ニュース番組のエンディング。「そんな映像でお別れ」？アナウンサー、何と言った？,お別れの映像は　先日結婚したプロデューサーの披露宴です,2.6666666666666665
text,２８年間売れない演歌歌手・下積長子。最近ちょっとカチンとしたこととは？,ぽっと出の新人がロケ弁を残した,2.6666666666666665
text,「ちゃんとしてください！」峯岸みなみ、卒業スピーチで何と言った？,ピチピチで入りボコボコにたたかれヨレヨレで卒業します,2.6666666666666665
text,35年間売れない演歌歌手・下積長子が自叙伝を出版。その書き出しとは？,空っぽになった部屋の片隅で  一匹のダンゴムシが干からびて死んでいた,2.6666666666666665
text,「なんか腹立つなあ」セレブ小学校の校歌とは？,お世話になったコンシェルジュ,4.0
text,「えっ！？」おばちゃんたちの井戸端会議、何と聞こえてきた？,ごめん、あたしその日NASA,1.3333333333333333
text,やさしすぎるとセコンドから注意されるボクサー“やさしスギオ”。何をした？,「ルールだから！ルールだから！」と叫びながらパンチ,4.0
text,「何じゃその発声練習！」岡本知高さん、何と歌った？,ピーコがアニキで　おすぎがおとうと,2.6666666666666665
text,１０文字作文。テーマは「ウザいっ」,ピザ？ピッツァの事？,2.6666666666666665
text,お花見中継。「余計なこと言うなあ」リポーターの阿藤さん、何と言った？,さあ～このトイレ前が似合うグループに話を聞いてみましょう,4.0
text,なんじゃそりゃ！外国人が着てきた漢字Tシャツとは？,自宅待機,4.0
text,「きょうの料理」の土井善晴さん、「ははぁ～ん、女性アシスタントのこと意識してるな」何と言った？,君はメロン僕は生ハム それでいいじゃないですか,4.0
text,ケータイ大喜利１０周年のお祝いコメントに「はぁ？」○○さん、何と言った？,＜阿藤快＞ホールでやることじゃあないよー,2.6666666666666665
text,怪盗X登場！「こいつ、ダメだなあ・・・」どんな怪盗？,お隣から「こんにちは、怪盗さん」とあいさつされる,2.6666666666666665
text,ラーメン愛好家・羅亜山麺夫ってどんな人？,レンゲの気持ちというレギュラー番組を持つのが夢,4.0
text,ギャングたちが「はは～ん、こいつ覆面捜査官だな・・・」その理由とは？,本日１０回目の「今の誰っすか？」,4.0
